bug_name,verdict,activated,candidate_failures,aligned_failures,detecting_test,notes
buyer_sort_products_by_price_low_to_high,not_activated,False,0,0,,failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Catalog – Discounts (Cart Rules) page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Customer Service page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Shipping – Carriers page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Stats page loads | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)
buyer_view_new_product_details,not_activated,False,0,0,,failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Catalog – Discounts (Cart Rules) page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Customer Service page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Shipping – Carriers page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Stats page loads | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)
buyer_view_popular_product_details,not_activated,False,0,0,,failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Catalog – Discounts (Cart Rules) page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Customer Service page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Shipping – Carriers page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Stats page loads | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)
buyer_view_store_information,oracle_miss,True,0,0,,failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Catalog – Discounts (Cart Rules) page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Customer Service page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Shipping – Carriers page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Stats page loads | fault activated but no clean-stable generated test failed: the suite exercised the buggy behaviour and accepted it
seller_backorder_order,not_activated,False,0,0,,failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Catalog – Discounts (Cart Rules) page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Customer Service page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Shipping – Carriers page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Stats page loads | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)
seller_cancel_order,not_activated,False,0,0,,failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Catalog – Discounts (Cart Rules) page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Customer Service page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Shipping – Carriers page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Stats page loads | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)
seller_delete_product,not_activated,False,0,0,,failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Catalog – Discounts (Cart Rules) page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Customer Service page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Shipping – Carriers page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Stats page loads | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)
seller_deliver_order,not_activated,False,0,0,,failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Catalog – Discounts (Cart Rules) page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Customer Service page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Shipping – Carriers page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Stats page loads | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)
seller_refund_order,not_activated,False,0,0,,failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Catalog – Discounts (Cart Rules) page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Customer Service page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Shipping – Carriers page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Stats page loads | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)
seller_ship_order,not_activated,False,0,0,,failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Catalog – Discounts (Cart Rules) page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Customer Service page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Shipping – Carriers page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Stats page loads | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)
seller_view_carts,not_activated,False,0,0,,failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Catalog – Discounts (Cart Rules) page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Customer Service page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Shipping – Carriers page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Stats page loads | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)
seller_view_catalog_product_details,not_activated,False,0,0,,failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Catalog – Discounts (Cart Rules) page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Customer Service page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Shipping – Carriers page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Stats page loads | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)
seller_view_shop_design,not_activated,False,0,0,,failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Catalog – Discounts (Cart Rules) page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Customer Service page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Shipping – Carriers page loads | failure in non-clean-stable test excluded (failing): backoffice-extended.spec.ts::BO Stats page loads | fault never satisfied its injection condition; the generated suite did not exercise the triggering scenario (counts as not detected end-to-end)
